"#","Statium","Roof Type","Surface Type","Field Goals Made","Field Goals Missed","Temperture","Realtive Humitity","Wind Speed","Wind Chill"
3907,M&T Bank Stadium,outdoors,sportturf,6,6,54,0,8,0
3908,Raymond James Stadium,outdoors,grass,2,2,77,54,7,N/A
3909,EverBank Field,outdoors,grass,3,4,71,0,5,0
3910,Georgia Dome,dome,fieldturf,6,6,N/A,N/A,N/A,N/A
3911,Lambeau Field,outdoors,grass,4,6,28,60,14,17
3912,Arrowhead Stadium,outdoors,grass,6,6,27,48,18,14
3913,MetLife Stadium,outdoors,fieldturf,5,8,42,75,6,N/A
3914,Soldier Field,outdoors,grass,2,2,35,62,5,N/A
3915,Paul Brown Stadium,outdoors,fieldturf,2,2,39,70,8,N/A
3916,Ford Field,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
3917,Sun Life Stadium,outdoors,grass,2,2,76,68,10,0
3918,TCF Bank Stadium,outdoors,fieldturf,6,8,32,0,17,21
3919,FirstEnergy Stadium,outdoors,grass,3,4,37,61,10,30
3920,EverBank Field,outdoors,grass,4,4,61,60,15,0
3921,Mercedes-Benz Superdome,dome,sportturf,3,4,N/A,N/A,N/A,N/A
3922,LP Field,outdoors,grass,5,6,45,57,6,N/A
3923,FedExField,outdoors,grass,1,3,45,37,8,N/A
3924,University of Phoenix Stadium,retractable roof (closed),grass,3,5,N/A,N/A,N/A,N/A
3925,Sports Authority Field at Mile High,outdoors,grass,2,2,63,15,3,0
3926,Lincoln Financial Field,outdoors,grass,1,1,45,32,15,N/A
3927,O.co Coliseum,outdoors,grass,3,4,63,78,0,0
3928,Qualcomm Stadium,outdoors,grass,3,3,67,59,7,0
3929,Lambeau Field,outdoors,grass,4,5,33,96,0,0
3930,Edward Jones Dome,dome,astroplay,6,6,N/A,N/A,N/A,N/A
3931,Georgia Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
3932,Ralph Wilson Stadium,outdoors,a_turf,6,7,38,89,10,N/A
3933,FirstEnergy Stadium,outdoors,grass,3,3,43,94,7,N/A
3934,Lucas Oil Stadium,retractable roof (closed),fieldturf,2,2,N/A,N/A,N/A,N/A
3935,Gillette Stadium,outdoors,fieldturf,4,5,43,55,9,N/A
3936,MetLife Stadium,outdoors,fieldturf,3,3,43,63,9,N/A
3937,M&T Bank Stadium,outdoors,sportturf,6,9,47,64,3,0
3938,Bank of America Stadium,outdoors,grass,5,6,60,36,0,0
3939,Arrowhead Stadium,outdoors,grass,3,5,58,78,16,0
3940,LP Field,outdoors,grass,4,5,54,58,6,N/A
3941,Qualcomm Stadium,outdoors,grass,6,8,64,46,6,0
3942,Ford Field,dome,fieldturf,3,6,N/A,N/A,N/A,N/A
3943,CenturyLink Field,outdoors,fieldturf,1,1,46,74,4,N/A
3944,Lincoln Financial Field,outdoors,grass,3,3,41,69,9,N/A
3945,Soldier Field,outdoors,grass,1,2,44,93,5,N/A
3946,EverBank Field,outdoors,grass,2,2,58,0,2,0
3947,FedExField,outdoors,grass,3,5,37,56,0,0
3948,Levi's Stadium,outdoors,grass,1,2,61,75,5,0
3949,NRG Stadium,retractable roof (closed),grass,6,6,N/A,N/A,N/A,N/A
3950,MetLife Stadium,outdoors,fieldturf,4,5,34,75,9,27
3951,Heinz Field,outdoors,grass,6,6,36,50,1,N/A
3952,Soldier Field,outdoors,grass,2,3,36,74,13,27
3953,Sun Life Stadium,outdoors,grass,2,3,80,58,9,0
3954,Mercedes-Benz Superdome,dome,sportturf,3,3,N/A,N/A,N/A,N/A
3955,Raymond James Stadium,outdoors,grass,3,4,75,65,7,N/A
3956,Bank of America Stadium,outdoors,grass,3,4,48,65,3,N/A
3957,Edward Jones Dome,dome,astroplay,5,6,N/A,N/A,N/A,N/A
3958,O.co Coliseum,outdoors,grass,5,6,64,84,10,0
3959,AT&T Stadium,retractable roof (closed),matrixturf,0,1,N/A,N/A,N/A,N/A
3960,University of Phoenix Stadium,retractable roof (closed),grass,2,5,N/A,N/A,N/A,N/A
3961,Paul Brown Stadium,outdoors,fieldturf,3,4,47,70,8,N/A
3962,Sun Life Stadium,outdoors,grass,4,6,80,68,12,0
3963,TCF Bank Stadium,outdoors,fieldturf,5,6,15,77,0,0
3964,Gillette Stadium,outdoors,fieldturf,4,4,49,74,9,N/A
3965,MetLife Stadium,outdoors,fieldturf,6,6,48,82,8,N/A
3966,LP Field,outdoors,grass,3,4,40,99,6,N/A
3967,M&T Bank Stadium,outdoors,sportturf,3,3,54,0,5,0
3968,NRG Stadium,retractable roof (closed),grass,1,2,N/A,N/A,N/A,N/A
3969,Arrowhead Stadium,outdoors,grass,4,6,31,63,7,24
3970,Raymond James Stadium,outdoors,grass,2,2,79,74,6,N/A
3971,FedExField,outdoors,grass,4,4,58,54,0,0
3972,Georgia Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
3973,Sports Authority Field at Mile High,outdoors,grass,4,4,40,28,7,N/A
3974,Lambeau Field,outdoors,grass,0,1,27,69,5,21
3975,Levi's Stadium,outdoors,grass,3,3,51,60,3,0
3976,CenturyLink Field,outdoors,fieldturf,4,4,43,81,5,N/A
3977,Heinz Field,outdoors,grass,3,4,37,68,5,N/A
